Name,Location,Hometype,Max_guest,Home_summary,Price,Amenities,Reviewnumber,Reviewstar
N??1 in AVIGNON design quiet AC wifi citycenter,Avignon,ENTIRE APARTMENT,4 guests,"['1 bedroom', '3 beds', '1 bath']",$52 per night,"['Air conditioning', 'Cable TV', 'Dryer', 'Ethernet connection', 'Essentials', 'Heating']",441,Rating 5 out of 5
A quiet yurt in Savoie - Bauges,Bellecombe-en-Bauges,YURT,6 guests,"['1 bedroom', '6 beds']",$81 per night,"['Indoor fireplace', 'Heating', 'Free parking on premises', 'Kitchen']",280,Rating 4.5 out of 5
CHARMING HOUSE Seaside& Pine Forest,Labenne,ENTIRE VILLA,8 guests,"['3 bedrooms', '4 beds', '2 baths']",$180 per night,"['Cable TV', 'Dryer', 'Essentials', 'Heating', 'Iron', 'Laptop friendly workspace']",83,Rating 5 out of 5
Superb duplex apartment in the historical centre,Bordeaux,ENTIRE LOFT,4 guests,"['2 bedrooms', '2 beds', '1 bath']",$120 per night,"['Wifi', 'Kitchen', 'Cable TV', 'Laptop friendly workspace', 'TV', 'Essentials']",193,Rating 5 out of 5
Superbe studio Centre ville 40 m2,"Jardin Public - Chartrons, Bordeaux",ENTIRE APARTMENT,2 guests,"['Studio', '1 bed', '1 bath']",$64 per night,"['Wifi', 'Kitchen', 'Cable TV', 'Laptop friendly workspace', 'TV', 'Essentials']",175,Rating 5 out of 5
DUPLEX hypercentre Terrasse+Parking (optional),Bordeaux,ENTIRE APARTMENT,2 guests,"['1 bedroom', '2 beds', '1 bath']",$88 per night,"['Wifi', 'Kitchen', 'Cable TV', 'Dryer', 'Laptop friendly workspace', 'TV']",165,Rating 5 out of 5
St Pierre/Magnifique Suite rue de la Merci,Bordeaux,ENTIRE APARTMENT,3 guests,"['1 bedroom', '2 beds', '1 bath']",$91 per night,"['Air conditioning', 'Wifi', 'Kitchen', 'Cable TV', 'Laptop friendly workspace', 'TV']",115,Rating 5 out of 5
Small house in Paris Center,Paris-2E-Arrondissement,ENTIRE HOUSE,5 guests,"['1 bedroom', '4 beds', '1 bath']",$139 per night,"['Elevator', 'Wifi', 'Kitchen', 'Dryer', 'Laptop friendly workspace', 'Cable TV']",232,Rating 4.5 out of 5
Lovely flat*** Ste Catherine street,Bordeaux,ENTIRE APARTMENT,2 guests,"['1 bedroom', '1 bed', '1 bath']",$87 per night,"['Wifi', 'Kitchen', 'Cable TV', 'Laptop friendly workspace', 'TV', 'Essentials']",145,Rating 4.5 out of 5
"Little house in Paris, Loft, Canal",Paris,ENTIRE LOFT,11 guests,"['4 bedrooms', '8 beds', '2.5 baths']",$561 per night,"['Wifi', 'Kitchen', 'Dryer', 'Laptop friendly workspace', 'Iron', 'Hair dryer']",157,Rating 5 out of 5
Cosy Apartment in Rue des Rosiers,Paris,ENTIRE APARTMENT,4 guests,"['Studio', '2 beds', '1 bath']",$150 per night,"['Wifi', 'Kitchen', 'Laptop friendly workspace', 'Cable TV', 'Iron', 'Hair dryer']",268,Rating 5 out of 5
Stone studio in the old Bordeaux,Bordeaux,ENTIRE APARTMENT,4 guests,"['Studio', '2 beds', '1 bath']",$64 per night,"['Wifi', 'Kitchen', 'Cable TV', 'Laptop friendly workspace', 'TV', 'Essentials']",261,Rating 5 out of 5
Charming loft Canal Saint Martin,Paris,ENTIRE APARTMENT,2 guests,"['Studio', '1 bed', '1 bath']",$80 per night,"['Wifi', 'Kitchen', 'Laptop friendly workspace', 'Iron', 'Hair dryer', 'Hangers']",252,Rating 4.5 out of 5
Cozy Studio with Balcony Bordeaux,Bordeaux,ENTIRE APARTMENT,4 guests,"['Studio', '2 beds', '1 bath']",$69 per night,"['Air conditioning', 'Wifi', 'Kitchen', 'Cable TV', 'Laptop friendly workspace', 'TV']",155,Rating 5 out of 5
Incredibly charming house in a fantastic location,Bordeaux,ENTIRE HOUSE,7 guests,"['3 bedrooms', '4 beds', '2 baths']",$205 per night,"['Indoor fireplace', 'Wifi', 'Kitchen', 'Dryer', 'Laptop friendly workspace', 'TV']",139,Rating 5 out of 5
A PARIS OPERA LOFT 3 ROOMS Loft 4/6 pers,Paris,ENTIRE LOFT,6 guests,"['2 bedrooms', '3 beds', '1 bath']",$193 per night,"['Wifi', 'Kitchen', 'Dryer', 'Laptop friendly workspace', 'Cable TV', 'Iron']",381,Rating 4.5 out of 5
"CENTER OF PARIS,BEAUTIFUL FLAT",Paris,ENTIRE APARTMENT,4 guests,"['2 bedrooms', '1 bed', '1 bath']",$139 per night,"['Wifi', 'Kitchen', 'Laptop friendly workspace', 'Iron', 'Hair dryer', 'Washer']",214,Rating 4.5 out of 5
"Gambetta's View. 50m2, comfort",Bordeaux,ENTIRE APARTMENT,2 guests,"['1 bedroom', '1 bed', '1.5 baths']",$91 per night,"['Elevator', 'Wifi', 'Kitchen', 'Cable TV', 'Laptop friendly workspace', 'TV']",142,Rating 5 out of 5
Chic & stylish apartment superbly located.,Bordeaux,ENTIRE APARTMENT,6 guests,"['2 bedrooms', '2 beds', '2 baths']",$208 per night,"['Indoor fireplace', 'Wifi', 'Kitchen', 'Cable TV', 'Dryer', 'Laptop friendly workspace']",128,Rating 5 out of 5
BEAUTIFUL APARTMENT PARIS BASTILLE,Paris,ENTIRE APARTMENT,2 guests,"['1 bedroom', '1 bed', '1 bath']",$221 per night,"['Wifi', 'Kitchen', 'Breakfast', 'Laptop friendly workspace', 'Cable TV', 'Iron']",332,Rating 5 out of 5
Charming Eiffel Tower Houseboat,Paris,BOAT,2 guests,"['1 bedroom', '1 bed', '1 bath']",$231 per night,"['Free parking on premises', 'Wifi', 'Kitchen', 'Laptop friendly workspace', 'Iron', 'Hair dryer']",124,Rating 5 out of 5
"""Home sweet Home"" Duplex in Mansion",Paris,ENTIRE APARTMENT,11 guests,"['5 bedrooms', '6 beds', '2.5 baths']",$405 per night,"['Elevator', 'Air conditioning', 'Wifi', 'Kitchen', 'Breakfast', 'Dryer']",203,Rating 5 out of 5
GORGEOUS FLAT HISTORIC CENTER,Bordeaux,ENTIRE APARTMENT,3 guests,"['1 bedroom', '2 beds', '1 bath']",$98 per night,"['Wifi', 'Kitchen', 'Laptop friendly workspace', 'TV', 'Essentials', 'Washer']",196,Rating 5 out of 5
Amazing T3 downtown + parking free,Bordeaux,ENTIRE LOFT,4 guests,"['2 bedrooms', '2 beds', '2 baths']",$121 per night,"['Free parking on premises', 'Indoor fireplace', 'Wifi', 'Kitchen', 'Cable TV', 'Laptop friendly workspace']",253,Rating 5 out of 5
Luxury Urban Duplex Loft,Paris,ENTIRE LOFT,4 guests,"['2 bedrooms', '2 beds', '1 bath']",$184 per night,"['Wifi', 'Kitchen', 'Laptop friendly workspace', 'Cable TV', 'Iron', 'Hair dryer']",292,Rating 4.5 out of 5
Penthouse w the best view of Paris,Paris,ENTIRE LOFT,2 guests,"['1 bedroom', '1 bed', '1 bath']",$382 per night,"['Elevator', 'Wifi', 'Kitchen', 'Dryer', 'Laptop friendly workspace', 'Cable TV']",120,Rating 5 out of 5
Notre Dame - Beneath Paris Rooftops,Paris,ENTIRE APARTMENT,4 guests,"['1 bedroom', '2 beds', '1 bath']",$162 per night,"['Wifi', 'Kitchen', 'Dryer', 'Laptop friendly workspace', 'Cable TV', 'Iron']",292,Rating 5 out of 5
"Room, near city, with private bathroom + breakfast",Bordeaux,PRIVATE ROOM IN APARTMENT,2 guests,"['1 bedroom', '1 bed', '1 private bath']",$49 per night,"['Wifi', 'Kitchen', 'Breakfast', 'Cable TV', 'Laptop friendly workspace', 'TV']",272,Rating 5 out of 5
Design Flat 2min of the Beach !!!,Cannes,ENTIRE APARTMENT,2 guests,"['1 bedroom', '2 beds', '1 bath']",$98 per night,"['Indoor fireplace', 'Wifi', 'Kitchen', 'Laptop friendly workspace', 'Iron', 'Air conditioning']",255,Rating 4.5 out of 5
GOLDEN ISLAND Charming Beach house,Loix,ENTIRE COTTAGE,6 guests,"['2 bedrooms', '2 beds', '2 baths']",$59 per night,"['Cable TV', 'Essentials', 'Heating', 'Iron', 'Laptop friendly workspace', 'TV']",107,Rating 5 out of 5
Charming Olive Farm Cottage 2 - 7,Conques-sur-Orbiel,ENTIRE HOUSE,6 guests,"['2 bedrooms', '4 beds', '2 baths']",$64 per night,"['Cable TV', 'Essentials', 'Indoor fireplace', 'Iron', 'TV', 'Washer']",255,Rating 5 out of 5
Belle Villa 5 min from Gap in a peacefull area,Gap,ENTIRE VILLA,10 guests,"['4 bedrooms', '6 beds', '2 baths']",$86 per night,"['Dryer', 'Essentials', 'Indoor fireplace', 'Heating', 'Iron', 'Laptop friendly workspace']",110,Rating 5 out of 5
Vue mer et piscine couverte,Plouha,ENTIRE APARTMENT,4 guests,"['2 bedrooms', '3 beds', '1 bath']",$66 per night,"['Dryer', 'Essentials', 'Heating', 'Iron', 'Laptop friendly workspace', 'TV']",137,Rating 5 out of 5
joli studio cocooning. Insolite !,Lyon,ENTIRE APARTMENT,2 guests,"['1 bedroom', '1 bed', '1 bath']",$59 per night,"['Wifi', 'Kitchen', 'Laptop friendly workspace', 'TV', 'Hangers', 'Hair dryer']",533,Rating 4.5 out of 5
Grand appartement sur la plage,La Turballe,ENTIRE APARTMENT,5 guests,"['2 bedrooms', '3 beds', '1 bath']",$58 per night,"['Dryer', 'Heating', 'Iron', 'Laptop friendly workspace', 'TV', 'Washer']",42,Rating 5 out of 5
maison de ville aux minimes,Toulouse,ENTIRE TOWNHOUSE,4 guests,"['1 bedroom', '1 bed', '1 bath']",$56 per night,"['Wifi', 'Kitchen', 'Air conditioning', 'Iron', 'TV', 'Laptop friendly workspace']",325,Rating 5 out of 5
"Charming Mansion from 17th, Pool, Great Views",Lauzun,ENTIRE VILLA,16+ guests,"['6 bedrooms', '11 beds', '4.5 baths']",$341 per night,"['Wifi', 'Kitchen', 'Free parking on premises', 'Dryer', 'Indoor fireplace', 'Pool']",40,Rating 4.5 out of 5
Maison 8p. / Piscine 800m de la mer,Saint-Gilles-Croix-de-Vie,ENTIRE VILLA,8 guests,"['3 bedrooms', '6 beds', '3 baths']",$156 per night,"['Cable TV', 'Dryer', 'Indoor fireplace', 'Heating', 'Iron', 'Laptop friendly workspace']",64,Rating 5 out of 5
Sunny Apt 2 min from Beach,Cagnes-sur-Mer,ENTIRE CONDOMINIUM,2 guests,"['Studio', '1 bed', '1 bath']",$45 per night,"['Cable TV', 'Essentials', 'Heating', 'Iron', 'TV', 'Wifi']",241,Rating 4.5 out of 5
Central apt at the Canal St Martin,Paris,ENTIRE APARTMENT,2 guests,"['1 bedroom', '1 bed', '1 bath']",$93 per night,"['Wifi', 'Kitchen', 'Laptop friendly workspace', 'Cable TV', 'Iron', 'Hair dryer']",188,Rating 5 out of 5
Studio in the heart of Montpellier,Montpellier,ENTIRE APARTMENT,2 guests,"['1 bedroom', '1 bed', '1 bath']",$46 per night,"['Wifi', 'Kitchen', 'Hair dryer', 'Iron', 'Essentials', 'Laptop friendly workspace']",267,Rating 4.5 out of 5
Superbe T2 piscine directe/vue mer,Grosseto-Prugna,ENTIRE APARTMENT,4 guests,"['1 bedroom', '2 beds', '1 bath']",$81 per night,"['Air conditioning', 'Ethernet connection', 'Essentials', 'Heating', 'Iron', 'Laptop friendly workspace']",53,Rating 4.5 out of 5
"Le Chal'Home, montagne et nature",Campan,TINY HOUSE,4 guests,"['2 bedrooms', '2 beds', '2 baths']",$87 per night,"['Essentials', 'Heating', 'Laptop friendly workspace', 'Free parking on premises', 'Hot tub', 'Kitchen']",218,Rating 4.5 out of 5
CHATEAU BORDEAUX & VIGNOBLE ( castle house ),Saint-Sulpice-et-Cameyrac,CASTLE,16+ guests,"['7 bedrooms', '16 beds', '7 baths']",$865 per night,"['Free parking on premises', 'Pool', 'Wifi', 'Kitchen', 'Cable TV', 'Dryer']",147,Rating 4.5 out of 5
ESTIVA : Beautiful Chalet - Private Spa-Pool-View,Lapeyrugue,ENTIRE CHALET,5 guests,"['2 bedrooms', '4 beds', '1 bath']",$116 per night,"['Cable TV', 'Essentials', 'Indoor fireplace', 'Heating', 'Iron', 'Laptop friendly workspace']",97,Rating 5 out of 5
Maison les pieds dans l'eau,Telgruc-sur-Mer,ENTIRE BED AND BREAKFAST,2 guests,"['1 bedroom', '1 bed']",$90 per night,"['Dryer', 'Heating', 'Washer', 'Free parking on premises', 'Breakfast', 'Kitchen']",213,Rating 5 out of 5
Fanstastic loft heart of the old town beach walk !,Antibes,ENTIRE LOFT,5 guests,"['1 bedroom', '3 beds', '1 bath']",$133 per night,"['Air conditioning', 'Cable TV', 'Dryer', 'Essentials', 'Indoor fireplace', 'Heating']",129,Rating 5 out of 5
Spacious villa with pool 16 guests,Cannes,ENTIRE VILLA,16+ guests,"['6 bedrooms', '17 beds', '7 baths']","$1,030 per night","['Free parking on premises', 'Gym', 'Hot tub', 'Indoor fireplace', 'Wifi', 'Pool']",45,Rating 4.5 out of 5
Un Nid douillet en Vercors,Le Monestier-du-Percy,ENTIRE LOFT,3 guests,"['1 bedroom', '3 beds', '1 bath']",$69 per night,"['Essentials', 'Indoor fireplace', 'Heating', 'Iron', 'Laptop friendly workspace', 'Washer']",136,Rating 5 out of 5
Amazing loft 2 bedrooms 2 bath Old Town & beaches,Antibes,ENTIRE APARTMENT,4 guests,"['2 bedrooms', '2 beds', '2 baths']",$139 per night,"['Air conditioning', 'Cable TV', 'Essentials', 'Heating', 'Iron', 'Laptop friendly workspace']",169,Rating 5 out of 5
Loft at the Domaine de Roucayrols,Ambres,ENTIRE LOFT,10 guests,"['2 bedrooms', '7 beds', '3 baths']",$208 per night,"['Free parking on premises', 'Pool', 'Wifi', 'Dryer', 'Kitchen', 'Iron']",32,Rating 5 out of 5
"Nice flat between Mt-St- Michel, St- Malo, Cancale",Dol-de-Bretagne,ENTIRE APARTMENT,4 guests,"['Studio', '2 beds', '1 bath']",$46 per night,"['Essentials', 'Heating', 'Iron', 'Laptop friendly workspace', 'TV', 'Washer']",241,Rating 5 out of 5
Studio Place de la Bastille,Paris,ENTIRE APARTMENT,2 guests,"['Studio', '1 bed', '1 bath']",$58 per night,"['Wifi', 'Kitchen', 'Cable TV', 'TV', 'Essentials', 'Heating']",335,Rating 4.5 out of 5
Stylish18th renovated village house,Garrigues-Sainte-Eulalie,ENTIRE HOUSE,12 guests,"['5 bedrooms', '9 beds', '2 baths']",$255 per night,"['Air conditioning', 'Dryer', 'Ethernet connection', 'Essentials', 'Heating', 'Iron']",69,Rating 5 out of 5
NICE CIMIEZ 1BDR TOP FLOOR TERRACE PARKING,Nice,ENTIRE LOFT,4 guests,"['1 bedroom', '1 bed', '1 bath']",$57 per night,"['Free parking on premises', 'Elevator', 'Essentials', 'Kitchen', 'Wifi', 'Cable TV']",232,Rating 5 out of 5
"CHEZ CARO, A CAVERNA DI ANNA","Corbara, Haute-Corse",PRIVATE ROOM IN BED AND BREAKFAST,2 guests,"['1 bedroom', '1 bed', '1 bath']",$83 per night,"['Essentials', 'Free parking on premises', 'Breakfast']",259,Rating 5 out of 5
Our little malouin nest !!,Saint-Malo,ENTIRE APARTMENT,3 guests,"['1 bedroom', '1 bed']",$58 per night,"['Essentials', 'Heating', 'TV', 'Wifi', 'Pack ??n Play/travel crib', 'Kitchen']",304,Rating 4.5 out of 5
Appart 2p hyper centre avec piscine,Grenoble,ENTIRE CONDOMINIUM,4 guests,"['1 bedroom', '3 beds', '1 bath']",$68 per night,"['Elevator', 'Gym', 'Pool', 'Kitchen', 'Wifi', 'Dryer']",174,Rating 5 out of 5
Beautiful Design Studio - WIFI optic fiber,Toulon,ENTIRE APARTMENT,4 guests,"['Studio', '2 beds', '1 bath']",$52 per night,"['Free parking on premises', 'Wifi', 'Kitchen', 'TV', 'Essentials', 'Washer']",141,Rating 4.5 out of 5
Bright and Cosy 1 Bedroom -10 mins Marais by metro,Montreuil,ENTIRE APARTMENT,4 guests,"['1 bedroom', '2 beds', '1 bath']",$93 per night,"['Wifi', 'Kitchen', 'Dryer', 'Laptop friendly workspace', 'Iron', 'Hair dryer']",496,Rating 4.5 out of 5
"Superbe gite de charme, piscine,vue exceptionnelle",Corconne,ENTIRE VILLA,6 guests,"['3 bedrooms', '5 beds', '2 baths']",$98 per night,"['Essentials', 'Heating', 'Iron', 'Laptop friendly workspace', 'TV', 'Washer']",65,Rating 5 out of 5
Apartment with garden 100m beach,Roquebrune-sur-Argens,ENTIRE APARTMENT,4 guests,"['1 bedroom', '2 beds', '1 bath']",$93 per night,"['Air conditioning', 'Essentials', 'Heating', 'Iron', 'Laptop friendly workspace', 'TV']",119,Rating 5 out of 5
Charming and convenient flat,Nantes,ENTIRE APARTMENT,4 guests,"['1 bedroom', '2 beds', '1 bath']",$58 per night,"['Free parking on premises', 'Wifi', 'Kitchen', 'Dryer', 'Shampoo', 'Hangers']",498,Rating 4.5 out of 5
"Renovated farm with tast, boldness and passion",La Bresse,ENTIRE CHALET,8 guests,"['3 bedrooms', '5 beds', '1 bath']",$116 per night,"['Dryer', 'Heating', 'Laptop friendly workspace', 'TV', 'Washer', 'Wifi']",102,Rating 4.5 out of 5
Exceptional little house In Wood,Vieille-Toulouse,ENTIRE CABIN,2 guests,"['1 bedroom', '1 bed', '1 bath']",$98 per night,"['Free parking on premises', 'Pool', 'Wifi', 'Air conditioning', 'Iron', 'TV']",221,Rating 4.5 out of 5
Central Paris at Canal Saint Martin,Paris,ENTIRE APARTMENT,3 guests,"['1 bedroom', '2 beds', '1 bath']",$116 per night,"['Wifi', 'Kitchen', 'Laptop friendly workspace', 'Cable TV', 'Iron', 'Hair dryer']",162,Rating 5 out of 5
Bonifacio exceptional Duplex,Bonifacio,ENTIRE APARTMENT,8 guests,"['4 bedrooms', '5 beds', '1.5 baths']",$214 per night,"['Dryer', 'Essentials', 'Heating', 'Iron', 'Laptop friendly workspace', 'TV']",109,Rating 5 out of 5
FRANCE BRETAGNE MAGNIFIQUE VUE MER,Plouha,ENTIRE GUESTHOUSE,6 guests,"['2 bedrooms', '3 beds', '1 bath']",$58 per night,"['Cable TV', 'Dryer', 'Essentials', 'Heating', 'Iron', 'TV']",138,Rating 5 out of 5
Mini-Loft with City Center seeing,Lyon,ENTIRE LOFT,2 guests,"['1 bedroom', '1 bed', '1 bath']",$138 per night,"['Free parking on premises', 'Air conditioning', 'Wifi', 'Dryer', 'Kitchen', 'Cable TV']",385,Rating 5 out of 5
Studette de Charme B&B vue sur mer,Marseille,PRIVATE ROOM IN GUESTHOUSE,2 guests,"['1 bedroom', '1 bed', '1 private bath']",$93 per night,"['Pool', 'Wifi', 'Laptop friendly workspace', 'Air conditioning', 'TV', 'Hangers']",228,Rating 5 out of 5
Modern Upscale Flat Eiffel Beaugrenelle,Paris,ENTIRE APARTMENT,2 guests,"['1 bedroom', '1 bed', '1 bath']",$126 per night,"['Elevator', 'Wifi', 'Kitchen', 'Laptop friendly workspace', 'Cable TV', 'Iron']",259,Rating 5 out of 5
furnished in charming windmill,Vibrac,WINDMILL,4 guests,"['1 bedroom', '2 beds', '1 bath']",$98 per night,"['Free parking on premises', 'Kitchen']",44,Rating 5 out of 5
Magnificent hurdy-gurdy house,Rogliano,ENTIRE APARTMENT,3 guests,"['1 bedroom', '2 beds', '1 bath']",$74 per night,"['Essentials', 'Heating', 'TV', 'Washer', 'Free parking on premises', 'Pool']",73,Rating 4.5 out of 5
Modern flat in city center - Aix,Aix-en-Provence,ENTIRE APARTMENT,2 guests,"['1 bedroom', '1 bed', '1 bath']",$91 per night,"['Air conditioning', 'Cable TV', 'Essentials', 'Indoor fireplace', 'Heating', 'Iron']",550,Rating 4.5 out of 5
Belle Aqua,Vence,ENTIRE HOUSE,8 guests,"['4 bedrooms', '4 beds', '4 baths']",$231 per night,"['Air conditioning', 'Dryer', 'Essentials', 'Indoor fireplace', 'Heating', 'Iron']",31,Rating 5 out of 5
CENTRAL STUDIO - FREE PARKING & INTERNET/TV,Strasbourg,ENTIRE APARTMENT,4 guests,"['Studio', '2 beds', '1 bath']",$72 per night,"['Free parking on premises', 'Air conditioning', 'Wifi', 'Kitchen', 'Cable TV', 'Laptop friendly workspace']",557,Rating 5 out of 5
maison tout confort,Canari,ENTIRE HOUSE,8 guests,"['4 bedrooms', '5 beds', '2 baths']",$69 per night,"['Dryer', 'Essentials', 'Indoor fireplace', 'Heating', 'Iron', 'TV']",105,Rating 5 out of 5
Beach Villa - sea view in Brittany,Telgruc-sur-Mer,ENTIRE VILLA,6 guests,"['4 bedrooms', '4 beds', '2 baths']",$106 per night,"['Dryer', 'Essentials', 'Indoor fireplace', 'Heating', 'Iron', 'Laptop friendly workspace']",54,Rating 4.5 out of 5
Original Place Normandy Mairie 2pea,Saint-Laurent-en-Caux,TINY HOUSE,2 guests,"['1 bedroom', '1 bed', '2 baths']",$35 per night,"['Essentials', 'Indoor fireplace', 'Iron', 'Washer', 'Wifi', 'Free parking on premises']",68,Rating 4.5 out of 5
Wagon in Medieval Village,Mont-Saint-Jean,"SHEPHERD'S HUT (U.K., FRANCE)",2 guests,"['1 bedroom', '1 bed', '1 bath']",$64 per night,"['Essentials', 'Indoor fireplace', 'Heating', 'Hangers', 'Shampoo']",173,Rating 5 out of 5
Heart of Marseille : WiFi/iPad/Air Cond./Nespresso,Marseille,ENTIRE APARTMENT,2 guests,"['Studio', '1 bed', '1 bath']",$40 per night,"['Elevator', 'Wifi', 'Kitchen', 'Laptop friendly workspace', 'Cable TV', 'Air conditioning']",365,Rating 5 out of 5
Romantic Flat in the 8eme Paris!,Paris,ENTIRE APARTMENT,4 guests,"['1 bedroom', '2 beds', '1 bath']",$80 per night,"['Elevator', 'Wifi', 'Kitchen', 'Laptop friendly workspace', 'Iron', 'Hair dryer']",278,Rating 4.5 out of 5
Studio au coeur du Vieux Port,Marseille,ENTIRE APARTMENT,4 guests,"['1 bedroom', '2 beds', '1 bath']",$46 per night,"['Elevator', 'Wifi', 'Kitchen', 'TV', 'Hangers', 'Hair dryer']",395,Rating 5 out of 5
Charming property for 16 people,La Roquette-sur-Siagne,ENTIRE VILLA,16+ guests,"['7 bedrooms', '11 beds', '5 baths']",$995 per night,"['Free parking on premises', 'Hot tub', 'Indoor fireplace', 'Wifi', 'Pool', 'Kitchen']",40,Rating 5 out of 5
Studio with Panoramic view of Paris,Paris,PRIVATE ROOM IN APARTMENT,3 guests,"['1 bedroom', '1 bed', '1 private bath']",$68 per night,"['Free parking on premises', 'Elevator', 'Wifi', 'Kitchen', 'Dryer', 'Laptop friendly workspace']",353,Rating 5 out of 5
Chalet Lake Lodge,Tignes,ENTIRE CHALET,16+ guests,"['7 bedrooms', '17 beds', '7 baths']",$694 per night,"['Essentials', 'Heating', 'Iron', 'Laptop friendly workspace', 'TV', 'Wifi']",25,Rating 5 out of 5
appartement spa hypercentre Nantes,Nantes,ENTIRE APARTMENT,2 guests,"['1 bedroom', '1 bed', '1 bath']",$68 per night,"['Elevator', 'Hot tub', 'Air conditioning', 'Indoor fireplace', 'Wifi', 'Kitchen']",293,Rating 4.5 out of 5
View on the sea in a 1903 villa (1),Lion-sur-Mer,PRIVATE ROOM IN BED AND BREAKFAST,2 guests,"['1 bedroom', '1 bed', '1 shared bath']",$93 per night,"['Dryer', 'Essentials', 'Heating', 'Iron', 'Laptop friendly workspace', 'Washer']",228,Rating 5 out of 5
Le Duguesclin au C??ur de Rennes,Rennes,ENTIRE APARTMENT,3 guests,"['1 bedroom', '1 bed', '1 bath']",$80 per night,"['Wifi', 'Kitchen', 'Dryer', 'Laptop friendly workspace', 'Iron', 'Hangers']",188,Rating 4.5 out of 5
Villa Bordeaux/Biscarrosse,Biscarrosse,ENTIRE VILLA,8 guests,"['4 bedrooms', '8 beds', '3 baths']",$289 per night,"['Cable TV', 'Dryer', 'Essentials', 'Indoor fireplace', 'Heating', 'Iron']",38,Rating 5 out of 5
ARCHITECT'S HOUSE IN LOVELY VILLAGE,Canet,ENTIRE TOWNHOUSE,6 guests,"['3 bedrooms', '3 beds', '2 baths']",$116 per night,"['Cable TV', 'Essentials', 'Heating', 'Iron', 'Laptop friendly workspace', 'TV']",99,Rating 5 out of 5
t1 BIS 37 M2 HYPERCENTRE BIARRITZ,Biarritz,ENTIRE APARTMENT,3 guests,"['1 bedroom', '2 beds', '1 bath']",$64 per night,"['Heating', 'TV', 'Wifi', 'Elevator', 'Kitchen', 'Hair dryer']",618,Rating 4.5 out of 5
"Waterfront, charming, rare view, 2 pools, beach",Porto-Vecchio,ENTIRE HOUSE,4 guests,"['2 bedrooms', '3 beds', '2 baths']",$208 per night,"['Air conditioning', 'Essentials', 'Heating', 'Iron', 'Laptop friendly workspace', 'TV']",37,Rating 4.5 out of 5
lovely villa and private garden,La Seyne-sur-Mer,ENTIRE HOUSE,4 guests,"['1 bedroom', '3 beds', '1 bath']",$64 per night,"['Free parking on premises', 'Wifi', 'Kitchen', 'Shampoo', 'TV', 'Essentials']",144,Rating 5 out of 5
